vote	constituency	date	name_ch	name_en	vote_number
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'196']
Absent	Geographical	15/05/2013	范國威	Gary FAN	[u'196']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'196']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'196']
Absent	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'196']
No	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'196']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'196']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'26']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'26']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'26']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'26']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'26']
Absent	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'26']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'26']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'26']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'26']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'26']
Absent	Geographical	14/05/2013	田北俊	James TIEN	[u'26']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'26']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'26']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'196']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'196']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'196']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'196']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'196']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'196']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'196']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'196']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'196']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'196']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'26']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'26']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'26']
Absent	Geographical	14/05/2013	范國威	Gary FAN	[u'26']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'26']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'26']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'26']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'26']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'26']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'26']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'26']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'26']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'196']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'196']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'196']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'196']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'196']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'196']
No	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'196']
Absent	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'196']
Absent	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'196']
No	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'196']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'196']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'26']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'26']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'26']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'26']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'26']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'26']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'26']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'26']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'26']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'26']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'26']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'26']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'26']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'197']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'197']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'197']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'197']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'197']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'197']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'197']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'197']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'197']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'26']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'26']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'26']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'26']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'26']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'27']
Absent	Functional	14/05/2013	何俊仁	Albert HO	[u'27']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'27']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'27']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'27']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'27']
No	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'197']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'197']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'197']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'197']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'197']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'197']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'197']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'197']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'197']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'197']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'197']
Absent	Functional	15/05/2013	李慧琼	Starry LEE	[u'197']
No	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'197']
Absent	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'197']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'27']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'27']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'27']
No	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'27']
Absent	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'27']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'27']
No	Functional	14/05/2013	方剛	Vincent FANG	[u'27']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'27']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'27']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'27']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'27']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'27']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'27']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'27']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'27']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'197']
Absent	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'197']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'197']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'197']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'197']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'197']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'197']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'197']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'197']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'197']
Yes	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'197']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'197']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'197']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'197']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'27']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'27']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'27']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'27']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'27']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'27']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'27']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'27']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'27']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'27']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'27']
Absent	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'27']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'27']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'27']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'197']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'197']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'197']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'197']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'197']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'197']
Absent	Geographical	15/05/2013	范國威	Gary FAN	[u'197']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'197']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'197']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'197']
No	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'197']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'197']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'197']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'197']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'27']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'27']
Absent	Geographical	14/05/2013	田北俊	James TIEN	[u'27']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'27']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'27']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'27']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'27']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'27']
Abstain	Geographical	14/05/2013	范國威	Gary FAN	[u'27']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'27']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'27']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'27']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'27']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'27']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'27']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'197']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'197']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'197']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'197']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'197']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'197']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'197']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'197']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'197']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'197']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'197']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'197']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'197']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'27']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'27']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'27']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'27']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'27']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'27']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'27']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'27']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'27']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'27']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'27']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'27']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'27']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'27']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'197']
No	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'197']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'197']
Absent	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'197']
No	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'197']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'197']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'198']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'198']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'198']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'198']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'198']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'198']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'198']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'198']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'27']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'27']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'27']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'27']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'27']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'27']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'28']
Absent	Functional	14/05/2013	何俊仁	Albert HO	[u'28']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'28']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'28']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'28']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'28']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'28']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'198']
No	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'198']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'198']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'198']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'198']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'198']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'198']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'198']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'198']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'198']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'28']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'28']
No	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'28']
Absent	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'28']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'28']
No	Functional	14/05/2013	方剛	Vincent FANG	[u'28']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'28']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'28']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'28']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'28']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'28']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'28']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'28']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'28']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'198']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'198']
No	Functional	15/05/2013	李慧琼	Starry LEE	[u'198']
No	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'198']
Absent	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'198']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'198']
Absent	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'198']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'198']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'198']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'198']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'198']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'198']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'28']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'28']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'28']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'28']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'28']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'28']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'28']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'28']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'28']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'28']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'28']
Absent	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'28']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'198']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'198']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'198']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'198']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'198']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'198']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'198']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'198']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'198']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'198']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'198']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'28']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'28']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'28']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'28']
Absent	Geographical	14/05/2013	田北俊	James TIEN	[u'28']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'28']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'28']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'28']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'28']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'28']
Abstain	Geographical	14/05/2013	范國威	Gary FAN	[u'28']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'28']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'28']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'28']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'28']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'28']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'198']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'198']
Absent	Geographical	15/05/2013	范國威	Gary FAN	[u'198']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'198']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'198']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'198']
No	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'198']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'198']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'198']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'198']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'198']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'198']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'198']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'198']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'28']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'28']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'28']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'28']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'28']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'28']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'28']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'28']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'28']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'28']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'28']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'28']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'28']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'28']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'198']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'198']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'198']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'198']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'198']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'198']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'198']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'198']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'198']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'198']
No	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'198']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'198']
Absent	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'198']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'28']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'28']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'28']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'28']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'28']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'28']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'28']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'29']
Present	Functional	14/05/2013	何俊仁	Albert HO	[u'29']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'29']
No	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'198']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'198']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'199']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'199']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'199']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'199']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'199']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'199']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'199']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'199']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'199']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'29']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'29']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'29']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'29']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'29']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'29']
No	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'29']
Absent	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'29']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'29']
No	Functional	14/05/2013	方剛	Vincent FANG	[u'29']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'29']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'29']
No	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'199']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'199']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'199']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'199']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'199']
